conversation_id,customer_message,apple_response,intent,resolution_status,n_turns,split
conv_1201328,@AppleSupport I've updated to the new iOS and my alarm has stopped going off when my phone is on silent. Is there a way to fix this?,@402260 We want to help with this alarm issue. Does this happen with alarms you already had set before updating or new alarms?,ios_software_update,unresolved_no_signal,5,train
conv_1201340,@115858 when are hall going to fix iOS 11? This shit is awful,@249031 What's going on exactly? We'd love to help with any issues you're seeing. Please tell us all about it.,ios_software_update,unresolved_no_signal,4,train
conv_1201360,"Anyone finding iOS 11 Safari frequently drops pages from history or randomly scrolls to a different point when refreshing a page? @402269 Scrolling to a random point, yes. Safari for iOS has become a little buggy, while Safari for the Mac is becoming unusable; @115858?","@402268 Thanks for tagging us, we'd like to help with both. Let's start with iOS. Which version? It's in Settings &gt; General &gt; About.",ios_software_update,unresolved_no_signal,4,train
conv_1201369,"You guys can’t be serious @115858 

I pay too much money for this damn phone for it to be freezing because of your stupid update.",@402273 That should not be happening. Let us help. DM us which iPhone you have and which iOS version is installed. https://t.co/GDrqU22YpT,ios_software_update,escalated_to_dm,3,train
conv_1201986,Are @115858 TV 4 remotes repairable? @AppleSupport,@402412 Thanks for reaching out. Out Apple TV Support Team are able to assist you here: https://t.co/1OxnSOXiWG,billing_repair_order,unresolved_no_signal,3,train
conv_1201991,"@AppleSupport hi, is there a way to roll back to iOS 10?",@402413 We'd like to help! Are you experiencing any issues with iOS 11?,ios_software_update,unresolved_no_signal,3,train
conv_1202001,Upgraded to IOS11.0.3 and now my music won’t play? 🤔 Am I doing something wrong @AppleSupport?,@402416 That should not be happening. We want to help. Which app are you using to play your music?,ios_software_update,customer_thanked,3,train
conv_1202007,"@115858 dear apple, not sure if you have realised but the search function has gone for a toss in the iOS update.  Specially contacts.",@292666 Hi. We'd like to help. Which device are you having this issue with? Have you tried restarting? https://t.co/OWRDHWSt4h,ios_software_update,unresolved_no_signal,3,train
conv_1202016,"@AppleSupport pls help, is this some kind of bug? My apps are displaced for moment, been observing this for sometime. https://t.co/LdrZBlwmvD",@402418 We're happy to help you. Do you experience the same behavior after you restart your device? DM us and let us know. https://t.co/GDrqU22YpT,app_appstore_media,escalated_to_dm,7,train
conv_1202025,How do you recover photos in your camera roll that turn into grey boxes?? They were clearer pics of this cute shot of my cat :((( https://t.co/JwYOX1KvTl @AppleSupport Help please!!,@11242 We're happy to help however we can. Please let us know a bit about what's going on and we'll get started.,other_unclear,unresolved_no_signal,8,train
conv_1202028,@AppleSupport this bug is really annoying. Look at the position where Assistive Touch is positioned. https://t.co/HvUApMGqZX,@402419 Let's look at this together. Could you tell us which Apple device you're using?,other_unclear,unresolved_no_signal,5,train
conv_1202042,@115858 can u plz help me my phone keep saying it has headphones in but there’s no headphones in!!!!,@402424 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,other_unclear,unresolved_no_signal,5,train
conv_1202839,@AppleSupport after upgrading my software EVERYTHING on my phone is running is slow and lethargic! Battery life is drain rapid! Why? #Poor,"@402586 We want to help you get your iPhone back to working properly. Which iPhone, and exact iOS are you using?",battery_power,unresolved_no_signal,3,train
conv_1202843,@AppleSupport I assume this is trash?! https://t.co/suv2tzWMwm,@402587 This would be a phishing attempt. You can read more on that here: https://t.co/6Ye6EtSytB,other_unclear,unresolved_no_signal,3,train
conv_1202855,@AppleSupport how do I stop the music player being on the home screen when on stand by - it keeps stoping the music when phones in my pocket @AppleSupport I want to stop this happening https://t.co/d9UXUMPln1,"@402590 We can definitely help out. To confirm, is the screen staying on and therefore being paused while in your pocket?",screen_hardware_damage,escalated_to_dm,6,train
conv_1202866,@115858 cuándo vais a dar solución a los problemas de batería con iOS11? Estoy desesperado.,@402592 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,ios_software_update,unresolved_no_signal,5,train
conv_1202884,@AppleSupport my Apple ID has been disabled.ive tried everything on the support page. Help!! I access iCloud but no App Store,@402596 We know how important Apple ID access is and want to help. What happens when you try to unlock it from https://t.co/PyfGU4NaiE?,account_security_icloud,unresolved_no_signal,3,classifier_eval
conv_1202888,@115858 what the fuck is going on with my phone lately?,@402597 We're here to help. Can you describe to us the issue(s) you're having?,other_unclear,unresolved_no_signal,3,train
conv_1202893,@AppleSupport Look at this bug in iOS calculator. Late response while pressing ‘+’ leads to do wrong calculation. #IOS11 #iphone #calculator https://t.co/NclVCrIBx4,@402598 The calculator is essential; we'll do all we can to help. Connect with us in DM to start: https://t.co/GDrqU22YpT,ios_software_update,escalated_to_dm,3,train
conv_1202900,@AppleSupport are iphone X pre-approvals for existing iphone upgrade programme customers only available in the US?,"@402602 Hi there. To check availability in your country, please visit us here: https://t.co/zJx41aKv7X",other_unclear,customer_thanked,6,train
conv_1203402,New #iOS draining battery? @AppleSupport,"@402706 Thanks for reaching out! Just to confirm, are you experiencing issues with your device's battery draining after updating?",battery_power,unresolved_no_signal,3,train
conv_1203406,Alright @117735 and @AppleSupport. MY iPhone 5s always drops my home wifi. But no where else. Whose fault is it? Getting really annoying.,@402707 We want to help.  What version of iOS is on your iPhone?  Does the issue happen on any other Wi-Fi network?,connectivity,unresolved_no_signal,3,train
conv_1203429,@AppleSupport i purchased an iphone 8+ yesterday and my contacts appeared on my new phone after I entered my apple i.d. this a new feature?,@133448 Sounds like you might be syncing your contacts with iCloud. You can learn more about the feature here: https://t.co/8ZSfY0yp6j,other_unclear,customer_thanked,3,train
conv_1203496,"@AppleSupport Captions show up on computer for The Gifted, but not AppleTv.",@402725 We'd love to help. Do captions for other shows appear on your Apple TV? Try the steps here: https://t.co/b6Fav3JIMb,other_unclear,unresolved_no_signal,7,train
conv_1203502,@115858 need to sort out this update ASAP! Kmt my phone keeps freezing,@402727 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,ios_software_update,unresolved_no_signal,3,train
conv_1203510,"@AppleSupport My apps keep crashing even though they are updated, I’m on iOS 11.0.3 and I have space. FIX THIS PLEASE!","@402730 We want to help! Which apps are crashing? When you say crash, are they force closing while you are using them?",ios_software_update,escalated_to_dm,5,train
conv_1203527,Stop cheating senior citizens @AppleSupport @116333 https://t.co/hs4oPqRowp,"@402737 We want to be of assistance. Would you join us in DM, and tell us a bit more about this situation? https://t.co/GDrqU22YpT",other_unclear,escalated_to_dm,3,train
conv_1203537,@AppleSupport it’s causing my battery to drain,@402740 We'll do all we can to help. Which version of iOS 11 are you running? Does this persist after restarting your iPhone 8?,battery_power,unresolved_no_signal,3,train
conv_1204140,"@AppleSupport since iOS 11, the home button of my phone is slow to non-responsive. 😩🤦🏻‍♀️","@402864 What version of iOS 11 are you running? Find that in Settings &gt; General &gt; About. Also, does restarting your device help?",ios_software_update,unresolved_no_signal,3,classifier_eval
conv_1204171,@AppleSupport my iPad keeps doing this every time I try to update? Ive tried it when plugged in and even deleted everything so I have memory https://t.co/gIdHKB9LQu,@402876 Let's work together to get you updated. How much storage space is available on your iPad?,ios_software_update,unresolved_no_signal,3,classifier_eval
conv_1204176,"@115858 when are u fixing the iOS 11.0.3 update its shocking,causing loads of problems with apps,crashing,doing what it wants really",@402878 We want your update to go smoothly. Could you tell us some of the issues you are experiencing? Which device do you carry?,ios_software_update,unresolved_no_signal,3,train
conv_1204182,.@AppleSupport hi - sent our broken  iPad off to be repaired/replaced nearly 2 weeks ago and no news. How do I chase this up? Thanks.,@402879 Thanks for reaching out. You can check the repair status via this link: https://t.co/PfScYeIExA,billing_repair_order,unresolved_no_signal,3,train
conv_1205021,"Ugh. My only other ""authorized"" device is the macOS partition on my Hackintosh, which I haven't touched in months. Let me choose my phone. https://t.co/sC99qQ4iMK Hey @AppleSupport, I can't log in to Apple Music. (See the post I'm quoting)",@220217 The information on this page will help: https://t.co/RONuUjClwW DM us with any questions. https://t.co/GDrqU22YpT,account_security_icloud,customer_thanked,4,train
conv_36005,"@AppleSupport Hi apple support, I've submit ticket and waited much more than 72 hours but still never heard from you. please help",@403037 Our iTunes Store support can help. Reach out here:  https://t.co/SDIe7UiyJN,other_unclear,customer_thanked,7,train
conv_1205038,"What the hell @115858?!?! https://t.co/vxds50nxaL @115858 Just shy of 89,540 years! I should charge for waiting... by the hour...",@403038 We'd love to help. DM us at the link below for further assistance. https://t.co/GDrqU22YpT,battery_power,customer_thanked,4,train
conv_1205046,Porque no puedo descargar aplicaciones @AppleSupport,@403041 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,other_unclear,unresolved_no_signal,3,train
conv_1205252,@AppleSupport can’t pause or play anything with headphones that’s not from the music app. Also can’t do it when the phone is locked too,@327977 You're in the right place for help. Music is very important to us here at Apple. What is the iOS version on the iphone?,app_appstore_media,unresolved_no_signal,3,train
conv_1205270,I can’t access my pictures @115858 help!,@403086 We're here for you! What's going on with your photos?,other_unclear,unresolved_no_signal,5,classifier_eval
conv_1206040,love when your laptop won’t turn on and you have a midterm and 2 papers due on monday.... @115858,@363318 We want to help you get started. Is your MacBook charging? Do you hear anything or see anything when you try to power it on?,battery_power,unresolved_no_signal,3,train
conv_1206090,Ever since I got the iPhone update my phone won’t stop freezing. Thx @115858,@403243 Hello. We’re available to assist with your iPhone. Which app are you using when this happens?,ios_software_update,escalated_to_dm,5,classifier_eval
conv_1208426,.@AppleSupport every incoming notification on my Nike 3 watch has no image. Doesn't matter the app. Thoughts? https://t.co/80Utw0KL7r,@349219 We'll be happy to look into this with you. Can you let us know the watchOS version is currently installed?,app_appstore_media,unresolved_no_signal,9,train
conv_1208439,Thanks @115858 @AppleSupport 4completely shutting down any progress in my day. I can’t make purchases STILL!! What’s the holdup? #engineering,@358483 We'd like to help. Go ahead and DM us some more details about what is going on and we can work together.,other_unclear,escalated_to_dm,3,train
conv_1208442,So sick of my @115858 earbuds stopping working! Always the left one too! 😡 Give me a headphone jack back! Wish I had kept my iPhone 6 😭,@403732 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,other_unclear,escalated_to_dm,4,train
conv_1208446,"@applesupport
I have just moved from windows to iMac. iTunes won't add artwork for my cd's even though the same cd's are in the iTunes Store",@403734 We'd be happy to see how we can help. Are you subscribed to iTunes Match?,app_appstore_media,unresolved_no_signal,3,classifier_eval
conv_1209441,"hi there, @AppleSupport , already update to ios11 but i get problem with random freeze in my 6s, please fixed it in the next update.thankyou",@403918 We'll be glad to help you with what you're experiencing. Have you tried powering off and restarting? https://t.co/n9BF3L9h6y,ios_software_update,unresolved_no_signal,3,train
conv_1211056,@AppleSupport I would like an explanation for how the first 99% of my phone battery drains and 40 minutes but the last one percent has lasted me six hours today,"@404262 We would be happy to help. First, what iOS version are you running? You can check in Settings &gt; General &gt; About",battery_power,unresolved_no_signal,3,train
conv_1211217,2 hours of my life online with @115858 and I still have a broken phone #neverusetheonlinechat,@404287 We'd be happy to look into any issues you might be having with your iPhone. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT,other_unclear,escalated_to_dm,3,train
conv_1211226,Ever since I got the new @115858 updates my phone and iPad have been acting all types of crazy. I’m annoyed. Answers @AppleSupport?,@404289 We surely want you to be able to enjoy your device. Which iPhone do you have &amp; what verison of iOS is running?,ios_software_update,unresolved_no_signal,3,train
conv_1211230,@115858 Hey my iPhone 7 is activation locked can you guys help me someone stole it like 3months ago so I reported it lost and stolen and I,@237141 Thanks for reaching out. We can definitely point you in the right direction. Check this out: https://t.co/HH37urdbz9,other_unclear,unresolved_no_signal,10,train
conv_1211775,@AppleSupport is there a way to adjust ringer volume w/o going into settings? Only lets me adjust volume. iPhone 6 running iOS 11.,"@404415 We can help with this. When you press the volume up/down buttons on the side of your iPhone, do you see a ringer pop-up appear?",ios_software_update,unresolved_no_signal,3,classifier_eval
conv_1212304,Never have to reset my phone this often. Never. Thank you #iOS11 @115858 😭,"@404539 What's going on with your iPhone that is having you need to reset it often? We want to help. Provide us more details, please.",ios_software_update,unresolved_no_signal,3,train
conv_1212312,@AppleSupport @115858 yall gotta do something about 11.0.3. Its making my phone almost useless because it keeps freezing EVERYTHING @AppleSupport @115858 I cant control my music from the lock screen half the time. Volume doesnt seem to work sometimes. Entire OS freezes up just opening apps @AppleSupport @115858 I have never had to hard reset a phone more times than this ever. It took 5 tries just to get twitter to open without freezing the phone,@404540 Hey there! Thanks for reaching out. We're eager to help. Which iOS version is installed? That's in Settings &gt; General &gt; About.,screen_hardware_damage,unresolved_no_signal,5,train
conv_1212329,"@AppleSupport I have the 6 plus, and I haven't, but I haven't plugged my phone in to iTunes since I got it over a year ago when my computer died",@404548 Let's keep working on this. Did you run beta software on this iPhone? Check here for beta profile: Settings &gt; General &gt; Profile,app_appstore_media,unresolved_no_signal,3,train
conv_1212747,@AppleSupport Please sort this! Getting fed up of daily fraudulent emails....and illiterate scammers! https://t.co/EJOMN2CRfx,@404636 We’re glad you reached out! This article will explain how to report the emails: https://t.co/LNMCdqt6fD,other_unclear,unresolved_no_signal,5,classifier_eval
conv_1212761,@115858 Is there a way I can go back to iOS 10?  11 sucks big time.,@404639 We'd love to help with any issues you're having with iOS 11. Could you give us a few details about what you're experiencing?,ios_software_update,unresolved_no_signal,4,train
conv_1212772,@AppleSupport - I'm unable to play songs in @115948. I've attached the screenshot of the error message. Please help me fix this. TIA! https://t.co/qVkhGlwxA1,"@404640 Thanks for reaching out, we'd be happy to help. Does this occur with one song, or multiple?",screen_hardware_damage,unresolved_no_signal,3,train
conv_1212775,Hey @115858 I’m tired of my iphone 7 randomly turning off all my apps! Some update 😡😤Figure it out!,"@404641 We'd like to help you with this. When you say it's turning off your apps, are they closing unexpectedly while using them?",ios_software_update,unresolved_no_signal,5,train
conv_1212781,ios 11 made my phone more dumb than b4 @AppleSupport please help,@404642 We're here for you. What seems to be going on with your iPhone?,ios_software_update,unresolved_no_signal,3,train
conv_1212798,@AppleSupport after upgrade to High Sierra deleting files does not result in increase in disk space. What gives Apple?,@173686 Space is important on your Mac; we'll do all we can to help. What type of files and where are they located that you're deleting?,other_unclear,unresolved_no_signal,3,train
conv_1213462,My IPhone 6s crashes a lot after 11.0.3 what is going on? @AppleSupport https://t.co/P2ZhJmgKAD,@343407 We'd love to look into what's happening with your iPhone! Please send us a DM to get started. https://t.co/GDrqU22YpT,device_not_working,escalated_to_dm,3,train
conv_1213466,@AppleSupport @404809 my phone jumps around from 100% to 27% then dies within 40 minutes. Can i send a message too👀👀,@404811 We would be glad to help with your battery life. Which iOS version is your iPhone using?,other_unclear,unresolved_no_signal,3,train
conv_1213467,Phone just died on 90% @AppleSupport what's going on,@404809 Send us a DM. Let us know the country you're in. https://t.co/GDrqU22YpT,other_unclear,escalated_to_dm,3,train
conv_1213472,Anyone else having issues with email on @115858 iphone7 plus since update? Every time I select multiple emails and hit trash it freezes. 😒,@404812 We can help! Is this happening in all mail accounts or just one in particular?,ios_software_update,unresolved_no_signal,7,train
conv_1213481,"Queridos @AppleSupport, después de instalar la nueva actualización iOS, es insólito que la batería del IPhone 7 dure menos de 6 horas 😤",@404813  We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,other_unclear,unresolved_no_signal,3,classifier_eval
conv_1213488,@AppleSupport how do you stop iCloud songs appearing in shuffle mode on the new update?,@404814 Help is here! Are you wanting to disable iCloud Music Library?,account_security_icloud,unresolved_no_signal,5,train
conv_1213505,"@AppleSupport What’s wrong with iTunes? Every time I try to sync my phone it wants me to restore, when it’s already restored!!!!!!!!!!",@404817 Let's see how we can help. Is this the only computer you connect your iPhone to? What is the exact message you receive?,app_appstore_media,unresolved_no_signal,7,train
conv_1213510,So...my phone decided to break in a weird way today...@AppleSupport @157399 https://t.co/emtMt5QTxq,@404818 Let's check it out. Are you able to move the icons? Has the device been restarted? Which iPhone model do you own?,other_unclear,unresolved_no_signal,3,train
conv_1213646,@115858 your update ruined my brand new phone #thanks,@404848 We’d like to offer our support. Can you tell us a bit about what you’ve experienced?,ios_software_update,unresolved_no_signal,3,train
conv_1213651,Why tf my reachability feature not working on my 8 @115858,"@209639 Let's check Settings &gt; General &gt; Accessibility to see if it's enabled. If it is, restart your iPhone to see if that helps.",device_not_working,customer_thanked,3,train
conv_1213715,@AppleSupport is there a known issue with the battery on the SE model?  Can someone actually be helpful and give her an answer?,"@404863 We want to help! Have your friend message us here on Twitter, or contact us at this link:  https://t.co/IBIY3vMgPj",battery_power,routed_elsewhere,5,train
conv_1214510,"Getting a weird bug when if my macbook is connected to my UE boom, facetime crashes when I begin a call @AppleSupport @24636",@405016 We'd like to help. Does FaceTime work without issue when the MacBook isn’t connected to any peripheral devices?,device_not_working,unresolved_no_signal,3,train
conv_1214514,"@AppleSupport  my case is 100306421600
There has still been no resolution been over 20 days","@405017 Thanks for the case number, that helps quite a bit. Go ahead and meet us within DM here: https://t.co/GDrqU22YpT",other_unclear,escalated_to_dm,3,train
conv_1214522,@115858  Seriously waiting in a line to just put my name in for 20 minutes to get help on a brand new phone with technical issues!Ugh.. @115858 Verizon sent me here they couldn’t help with the popping noise that is continuous when talking on the phone,"@405020 You are in the right place.  We will do our best to get it figured out.  Which iPhone and, iOS version are you using?",other_unclear,customer_thanked,4,train
conv_1214528,Battery gets worse ever update smd @115858,"@405021 We're glad to help. Check out this article:
https://t.co/TpjqFp3jxD
Then fully charge your iPhone and let us know the results.",battery_power,unresolved_no_signal,3,train
conv_1214536,@AppleSupport I keep on having to reset my phone because of #iOS11 issues and it takes 10-20% of my battery life?! What the hell guys?,@405024 We want to hear more about the issues you are experiencing. What prompts the device to be reset? Does your display freeze?,battery_power,unresolved_no_signal,3,train
conv_1214548,@115858 My #iphonecase broken 😣 not even a year and it has snapped on the border. Any idea about the warranty of this product @AppleSupport?😉 https://t.co/Yq1Clmat1N,@146825 We're sorry to hear that. Can you tell us in DM where the item was purchased? https://t.co/GDrqU22YpT,billing_repair_order,customer_thanked,3,train
conv_1214554,@AppleSupport can't send iMessages and this pops up https://t.co/RJrq2Wdi9J,@405027 We'd like to help! Check out this article: https://t.co/jhvYu3nzpA,other_unclear,escalated_to_dm,5,train
conv_1215549,@AppleSupport I keep getting this error on the iPhone Upgrade Program pre-approval process Confirm Carrier step. Is it a Verizon issue? https://t.co/RL3uVETAKl,"@4872 Hey there! As the message says there is a problem reaching the carrier's server, you'll want to reach out to your carrier for help.",other_unclear,unresolved_no_signal,3,train
conv_1215560,"Update do iOS11 i wkurw, bo żeby ściszyć dźwięk dzwonka po wejściu do domu muszę się tłuc po ustawieniach 🤔🔫 @115858 why?!",@405233 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,ios_software_update,unresolved_no_signal,3,classifier_eval
conv_1215566,"@AppleSupport @24309 @239834 première fois que j’ai 1 personne désagréable chez Apple et qui raccroche au nez 👎🏾 @AppleSupport @24309 @239834 Pb d’installation MacOS Sierra, n’explique pas et n’écoute pas. Et mon problème même pas résolu. Merci l’assistance Apple.",@405234 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,other_unclear,unresolved_no_signal,6,train
conv_1215582,"Dear @116333 #ios11 is soooo buggy😔 my iPhone 6Plus feels in agonizing pain. Is like 1998 dial up internet, that slow!",@405237 That's not the experience we like to hear about. Send us over a DM with your exact iOS version and we'll go from there. https://t.co/GDrqU22YpT,ios_software_update,escalated_to_dm,7,train
conv_1215586,Has anyone else had several dropped calls after the #iOS11.0.3 @115858 update? Also a dead battery and constant freezing? #appleupdate 😡,@405239 We can look into these issues for you. Send us a DM with more details about what you are experiencing to get started. https://t.co/GDrqU2kzhr,battery_power,escalated_to_dm,3,train
conv_1215589,The new update doesn’t let me use speaker it’s like it doesn’t even exist but there’s a button for it @118721 @AppleSupport @115858,"@405240 We're here for you. If you restart your iPhone, does the issue persist?",ios_software_update,customer_thanked,3,train
conv_1215598,After the #macOSHighSierra update my WD passport for mac won't connect! Rubbish. Any ideas please @327024 @AppleSupport?,@405241 We’d like to help. Can you tell us more info on what happens when you connect it?,connectivity,unresolved_no_signal,3,train
conv_1215601,"Según la calculadora de iPhone con iOS 11 de @115858, esto es el resultado de sumar: 1+2+3

Inténtalo. Abre calculadora y teclea rápido 1+2+3 https://t.co/boSomCbdW9 @405243 @406902 @115858 WTF!!! 😆 https://t.co/NmFl7FdfLx",@406900 Thanks for reaching out to us! Please sen us a DM and we'll be glad to help. https://t.co/GDrqU22YpT,ios_software_update,escalated_to_dm,4,train
conv_1215607,"Dafuq is wrong with @115858 and it’s updates. 😒
Screwing up my phone every passing day! 😡",@405245 We want to help. Can you tell us what's going on?,ios_software_update,unresolved_no_signal,5,train
conv_1215617,@AppleSupport Correct! I just get a square. https://t.co/OmUqcfSu3i,@144092 Thanks for confirming. Let's try restarting your Apple Watch and see if it helps. Here's how: https://t.co/gZrStAoDfj,other_unclear,customer_thanked,3,train
conv_1215618,@AppleSupport - My watch show the app icons after updated the OS. Is there a fix for this?,"@144092 We're here to help. Just to clarify, do you mean that your app icons aren't showing after the update?",ios_software_update,unresolved_no_signal,3,train
conv_1216309,@AppleSupport is there away to cancel preorder on iTunes from iPad or iPhone,"@405403 Great, question! You can only manage your pre-orders in iTunes on a Mac or PC: https://t.co/df4pj0iEqO",app_appstore_media,unresolved_no_signal,5,train
conv_1216324,Dear @AppleSupport the new iOS thinks I’m driving when I’m riding the NYC subway. How do I make it stop that?,@405406 We can check it out. Which app does this behavior occur?,other_unclear,unresolved_no_signal,3,train
conv_1216335,"@AppleSupport iOS 11 is messed up!!! Phone crashes, goes back to passcode…",@405409 We want your iPhone to work perfectly after the update! DM us with some details and which country you're in. https://t.co/GDrqU22YpT,ios_software_update,escalated_to_dm,5,train
conv_1216340,"@AppleSupport hi, my gifs are sending extremely small to others but I receive their gifs at normal size. How can I fix this?",@405412 We're happy to take a look in to this with you and figure out what is going on! What device is this on?,other_unclear,unresolved_no_signal,5,train
conv_1216352,@AppleSupport 40 minutes trying to get #quicktime to work effectively. Spinning beach ball with my screen recordings and nothing but wasted time and dropped frames. I have nothing to show for my work and now I have no more time. FCP isn't better in this regard.,@317402 We'd be happy to look into this with you. DM us using the link below and we'll go from there. https://t.co/GDrqU22YpT,screen_hardware_damage,customer_thanked,5,classifier_eval
conv_1216366,@115948 Why if I dislike a song do you keep playing it? Can you please make it move on to the next song? @115858 @AppleSupport,"@405416 To change the suggestions in your Apple Music, follow the steps here: https://t.co/zrXCbURjiu",other_unclear,customer_thanked,3,train
conv_1216850,is this y’alls email??? @AppleSupport https://t.co/r5O2szWgbq,"@405532 That's definitely not us.  If you've received a phishing email, feel free to forward it to us using: https://t.co/sayPykspsk",other_unclear,unresolved_no_signal,3,train
conv_1216867,Love that since I update my iPhone my touch id won’t work....  I’ve tried everything @AppleSupport,"@405535 We're here for you. Can you tell more about how it is not working? Also, what model iPhone are you using? Thanks.",screen_hardware_damage,unresolved_no_signal,3,train
conv_1217543,@115858 why isn't the sound working on my phone ???,"@405696 Let's sort this out together. Do you notice this during calls, when playing music, or at another time?",other_unclear,customer_thanked,7,classifier_eval
conv_1217563,Mi iPhone 6 se puso lento con la nueva actualización de iOS 11.0.3 @AppleSupport @51013 #iphonelento,@405702 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,ios_software_update,unresolved_no_signal,3,classifier_eval
conv_1217567,@AppleSupport hello my internet is still not working after iOS11 WiFi is greyes out,@174786 We want to do all we can to help you take care of this. What troubleshooting steps have you tried so far?,connectivity,customer_thanked,3,train
conv_1217571,"Que fallo estupido el de la calc. en  #iOS 11, gracias a la animacion del boton no anda como debe.
@AppleSupport too slow animation on calc https://t.co/wxmj9CaKUu","@405703 We'd be happy to look into this with you! Send us a DM, and we'll continue there. https://t.co/GDrqU22YpT",ios_software_update,escalated_to_dm,3,train
conv_1217574,Thanks @115858 now I can’t answer calls on latest update! Well handy 👏🏻👍🏻,"@405705 Keeping in touch with loved ones and friends is important, we can help. Can you tell us a little more about what's happening?",ios_software_update,unresolved_no_signal,5,train
conv_1217580,"@115858 2 iPads, old with iOS 9 perfect WiFi .new with iOS 11 WiFi fails regular. Why is this?","@405706 Are you unable to connect to Wi-Fi networks, or are you experiencing issues after you do connect? We want to help out with this.",connectivity,unresolved_no_signal,3,classifier_eval
conv_1217594,@AppleSupport since the latest iOS update my phone freezes constantly it turns off and the battery life is even poorer than normal,@405711 We want your update to go smoothly. Please let us know which version of iOS 11 you have installed and which iPhone you carry.,battery_power,escalated_to_dm,7,train
conv_1217628,"@AppleSupport Its realy disturbing u know,before i upgraded to this ios 11.0.3,such bergs werent there,whats the problem,fix it as soon as possible😡😡","@323217 Meet us in DM, then we can help look in to this from there. https://t.co/GDrqU22YpT",ios_software_update,escalated_to_dm,3,train
conv_1217629,"@AppleSupport and the phone hanging all the time,whats the problem,is it just my phone???🤷🏿‍♂️🤷🏿‍♂️","@323217 Let us know via DM which iPhone you have, then we can take a look at this with you from there. https://t.co/GDrqU22YpT",other_unclear,escalated_to_dm,3,train
conv_1218314,"@115858 fix the control center, i cant switch songs when using @115888 / @4768",@405853 We certainly want to help take a look at this. Go ahead and reach out to us in DM and we'll be happy to continue there. https://t.co/GDrqU22YpT,other_unclear,escalated_to_dm,5,train
conv_1201349,@AppleSupport  https://t.co/kZD0lFuWAx,"@402265 Thank you. It looks like you're fully up-to-date. When you try to use the faded app, is it working normally?",other_unclear,unresolved_no_signal,3,train
conv_1218324,"@AppleSupport hello, i would like to run diagnostics test on my iPhone could you kindly help me?",@405856 Thank you for reaching out to us today! Can you let us know what you are experiencing with your device?,other_unclear,unresolved_no_signal,3,train
conv_1218330,"Dear @AppleSupport , when will i be able again to update my apps without prior need to restart my iphone completely? Very annoying.",@405858 We're glad to help. What version of iOS are you currently running? Find that in Settings &gt; General &gt; About.,ios_software_update,escalated_to_dm,5,train
conv_1218352,5a? Whyyyyyyyyyy? What is the point of this nonsense @115858? Why fuck with the Bluetooth toggle? #iOS11 https://t.co/FWgt3LjIql,@405865 Please see all the new changes we made with Wi-Fi and Bluetooth in the Control Center here: https://t.co/vzVz37YMv0,connectivity,unresolved_no_signal,3,train
conv_1218363,@AppleSupport Hey guys! My App Store is not showing the Today tab on this Wednesday 😨 https://t.co/bNabqqM5ky,@364280 We want to help. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.,app_appstore_media,customer_thanked,5,train
conv_1218375,"Shoutout to my Mac charger / @115858 for not burning the house down even though it caught on fire in my sleep last night, a true homie 😳🙄","@405869 We'd like to look into that with you. Could you DM us, and let us know what country you're in? https://t.co/GDrqU22YpT",battery_power,escalated_to_dm,3,train
conv_1218379,@AppleSupport hi. A load of my downloaded music on my iPhone has gone and now has a cloud icon next to it. Why would this happen?,@405870 Thanks for reaching out to us. Have you recently signed out of the Music App? Have you recently completed an update or restore?,app_appstore_media,unresolved_no_signal,3,train
conv_1218609,@AppleSupport I am currently setting up my new iPhone 8. I’m a little confused about the “choose your click” option? What does it mean?,"@116246 Great question. ""Choose your Click"" is to customize the Home Button feedback. Learn more here: https://t.co/WcM4zoRIC7",other_unclear,customer_thanked,3,train
conv_1219195,"I finally updated to iOS 11, and now the Sync media system in my car no longer recognizes my phone when connected via USB. Thanks, @115858 🖕🏼",@406051 Let's get this working for you again. Take a look here for some steps to try first: https://t.co/pg90dhXKAJ,ios_software_update,unresolved_no_signal,3,train
conv_1219201,"@AppleSupport I tried to delete some data from my iCloud but it didn’t allowed me. I tried from iPhone, website and laptop and I couldn’t",@390757 Let's take a closer look and get you managing your iCloud again. What kind of data are you trying to remove?,account_security_icloud,unresolved_no_signal,3,train
conv_1219208,@AppleSupport I am! I’ll jump on DM.,@199309 Sounds good. We'll continue there.,other_unclear,unresolved_no_signal,3,train
